"","date","File.Name","Dataset","aid","Count","Minimum","Maximum","Range","Mean","Standard.Deviation","Variance","Upper.Quartile","Upper.1.5.IQR","veg_index","Lower.1.5.IQR","Lower.Quartile","min_temp","max_temp","Temperature","Dew.Point","humid","rain","wind_speed","wind_dir","visibility","pollen_count","day","month","year","fyear","ds","logvalue","season","pollen_cat","mintemp_anom","maxtemp_anom"
"1727",2019-07-06,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,9,17.3,13.3,10.3,82.72,4.53,38.9,262.43,7.2,0,"06","07","2019","2019",187,0,"Not in season","Very low",0.539482468222783,8.83948246822278
"1728",2019-07-07,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,11,17.9,14.7,11.1,79.43,4.21,24.1,235,11.1,0,"07","07","2019","2019",188,0,"Not in season","Very low",2.55155712713585,9.45155712713585
"1729",2019-07-08,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,10.7,18.3,14.8,11.6,81.83,0,33.5,282.25,11.6,0,"08","07","2019","2019",189,0,"Not in season","Very low",2.26275756628474,9.86275756628474
"1730",2019-07-09,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,10,21.3,14.2,11.1,82.97,0,14.8,177.4,9.8,0,"09","07","2019","2019",190,0,"Not in season","Very low",1.57310799475925,12.8731079947592
"1731",2019-07-10,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,7,20.8,13.3,9.9,82.39,0.5,11.2,157.59,8.4,0,"10","07","2019","2019",191,0,"Not in season","Very low",-1.41736737835084,12.3826326216492
"1732",2019-07-11,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,7,20,12.6,9.4,82.7,0,20.5,205,7.7,0,"11","07","2019","2019",192,0,"Not in season","Very low",-1.40864434395574,11.5913556560443
"1733",2019-07-12,"MOD13Q1_006__250m_16_days_EVI_doy2019177_aid0001","_250m_16_days_EVI","aid0001",587,-0.032,0.6863,"(-0.032,0.6863)",0.2174,0.1088,0.0118,0.2727,0.4659,0.2184,-0.032,0.1415,11.3,19,14.3,9.6,74.92,1,35.3,158.7,11,0,"12","07","2019","2019",193,0,"Not in season","Very low",2.89930130703436,10.5993013070344
"1734",2019-07-13,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,5,19.4,12.1,8.6,81.11,0,13,213.43,9.7,0,"13","07","2019","2019",194,0,"Not in season","Very low",-3.39350621629076,11.0064937837092
"1735",2019-07-14,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,8,18.7,12.2,8.6,80.35,0,18.4,200.88,8.2,0,"14","07","2019","2019",195,0,"Not in season","Very low",-0.387042704841296,10.3129572951587
"1736",2019-07-15,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,5.9,20,12.8,8.6,77.28,0,14.8,124.43,10.3,0,"15","07","2019","2019",196,0,"Not in season","Very low",-2.48128394952746,11.6187160504725
"1737",2019-07-16,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,7,19.1,12.5,9.2,82.12,0,20.5,253.86,7.5,0,"16","07","2019","2019",197,0,"Not in season","Very low",-1.37620574125947,10.7237942587405
"1738",2019-07-17,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,9.4,18.5,13.7,8.5,72.74,0,40.7,202.17,9.7,0,"17","07","2019","2019",198,0,"Not in season","Very low",1.02821612905248,10.1282161290525
"1739",2019-07-18,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,11.5,19.7,15.3,11.7,79.84,0.4,40.7,216.92,9.9,0,"18","07","2019","2019",199,0,"Not in season","Very low",3.13200587049819,11.3320058704982
"1740",2019-07-19,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,10,16.5,13,7.7,70.51,4.41,33.5,246.17,9,0,"19","07","2019","2019",200,0,"Not in season","Very low",1.63518769216743,8.13518769216743
"1741",2019-07-20,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,6,14,9.7,4.1,69.16,0.2,25.9,173,9.4,0,"20","07","2019","2019",201,0,"Not in season","Very low",-2.36221419684999,5.63778580315001
"1742",2019-07-21,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,3,22,11.6,1.7,57.2,0.4,22.3,156.95,9.5,2,"21","07","2019","2019",202,1.09861228866811,"Not in season","Low",-5.36017558746428,13.6398244125357
"1743",2019-07-22,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,9.9,20,13.6,7.1,67.36,0.2,42.5,215.04,11.6,0,"22","07","2019","2019",203,0,"Not in season","Very low",1.54132772941436,11.6413277294144
"1744",2019-07-23,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,11,16.8,13.4,8.5,73.69,14.97,46.4,297.71,10.3,1,"23","07","2019","2019",204,0.693147180559945,"Not in season","Low",2.64231508212662,8.44231508212662
"1745",2019-07-24,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,10.8,16.7,13,8.3,73.78,0.2,37.1,289.79,11.6,0,"24","07","2019","2019",205,0,"Not in season","Very low",2.44276703761231,8.34276703761231
"1746",2019-07-25,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,9.3,17.6,13.3,9.2,77.3,1.21,31.7,207.88,11.5,0,"25","07","2019","2019",206,0,"Not in season","Very low",0.9426456785749,9.2426456785749
"1747",2019-07-26,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,9.3,21.3,14,10,79.03,4.82,13,137.95,9.8,0,"26","07","2019","2019",207,0,"Not in season","Very low",0.941912973881134,12.9419129738811
"1748",2019-07-27,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,9.3,23.3,13.6,9.8,81.41,0.2,18.4,188.73,6.9,0,"27","07","2019","2019",208,0,"Not in season","Very low",0.940530892397772,14.9405308923978
"1749",2019-07-28,"MOD13Q1_006__250m_16_days_EVI_doy2019193_aid0001","_250m_16_days_EVI","aid0001",607,-0.0414,0.6334,"(-0.0414,0.6334)",0.2076,0.1118,0.0125,0.2778,0.508,0.1953,-0.0414,0.123,10,21.3,13.6,8.5,75.38,0,25.9,290.85,6.5,0,"28","07","2019","2019",209,0,"Not in season","Very low",1.63846140299157,12.9384614029916
"1750",2019-07-29,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,10,20.6,13.9,9.3,76.56,0.2,42.5,99.04,9.4,0,"29","07","2019","2019",210,0,"Not in season","Very low",1.63566647452927,12.2356664745293
"1751",2019-07-30,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,12,18.4,14.8,10.1,74.92,7.11,46.4,319.42,9.1,0,"30","07","2019","2019",211,0,"Not in season","Very low",3.63210807587763,10.0321080758776
"1752",2019-07-31,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,10.3,17.3,12.9,9.3,80.17,11.4,29.5,221.22,9.1,0,"31","07","2019","2019",212,0,"Not in season","Very low",1.9277481759034,8.9277481759034
"1753",2019-08-01,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,6,20.4,13.3,6.7,68.09,0,14.8,164.37,9,1,"01","08","2019","2019",213,0.693147180559945,"Not in season","Low",-2.37745125652665,12.0225487434733
"1754",2019-08-02,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,7,19.7,13.1,9,77.79,0,20.5,171.68,9.9,0,"02","08","2019","2019",214,0,"Not in season","Very low",-1.38352825254579,11.3164717474542
"1755",2019-08-03,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,8,19,12.7,9.2,81.06,0,11.2,178.06,8.2,0,"03","08","2019","2019",215,0,"Not in season","Very low",-0.390520843287266,10.6094791567127
"1756",2019-08-04,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,9.1,18.4,12.5,9.1,81.73,0,27.7,206.65,7.9,3,"04","08","2019","2019",216,1.38629436111989,"Not in season","Moderate",0.701532940115689,10.0015329401157
"1757",2019-08-05,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,9.4,17.3,13.9,9.8,77.37,6.52,38.9,269.13,9.8,2,"05","08","2019","2019",217,1.09861228866811,"Not in season","Low",0.992595066529821,8.89259506652982
"1758",2019-08-06,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,11.5,19.4,14.8,10.9,78.79,5.2,29.5,275.29,11,0,"06","08","2019","2019",218,0,"Not in season","Very low",3.08262750482188,10.9826275048219
"1759",2019-08-07,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,10.2,19.4,13.2,8.1,73.38,5.22,46.4,243.74,11,1,"07","08","2019","2019",219,0.693147180559945,"Not in season","Low",1.77159222385863,10.9715922238586
"1760",2019-08-08,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,8,15.7,11.7,6.6,72.7,0.5,20.5,232.87,11.1,0,"08","08","2019","2019",220,0,"Not in season","Very low",-0.440548807493194,7.25945119250681
"1761",2019-08-09,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,7.4,18.4,12.1,7,72.3,0,29.5,205.79,11.1,0,"09","08","2019","2019",221,0,"Not in season","Very low",-1.05383362036682,9.94616637963318
"1762",2019-08-10,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,7,19.5,12.4,7.2,73.58,0,27.7,211.17,11.6,0,"10","08","2019","2019",222,0,"Not in season","Very low",-1.46830024589551,11.0316997541045
"1763",2019-08-11,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,9.5,18.5,13.6,7.9,70,4.72,35.3,265.73,10.2,0,"11","08","2019","2019",223,0,"Not in season","Very low",1.01601328478749,10.0160132847875
"1764",2019-08-12,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,10,17.1,12.8,7.6,72.33,2.8,22.3,222.45,10.4,0,"12","08","2019","2019",224,0,"Not in season","Very low",1.49906894054894,8.59906894054894
"1765",2019-08-12,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,10,17.1,12.8,7.6,72.33,2.8,22.3,222.45,10.4,0,"12","08","2019","2019",224,0,"Not in season","Very low",1.49906894054894,8.59906894054894
"1766",2019-08-13,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,8,17.5,12.6,8.3,76.66,0.6,27.7,183.58,10.1,0,"13","08","2019","2019",225,0,"Not in season","Very low",-0.519171309744412,8.98082869025559
"1767",2019-08-13,"MOD13Q1_006__250m_16_days_EVI_doy2019209_aid0001","_250m_16_days_EVI","aid0001",605,-0.0732,0.5889,"(-0.0732,0.5889)",0.2134,0.1181,0.0139,0.2803,0.5125,0.2036,-0.0732,0.1222,8,17.5,12.6,8.3,76.66,0.6,27.7,183.58,10.1,1,"13","08","2019","2019",225,0.693147180559945,"Not in season","Low",-0.519171309744412,8.98082869025559
"1768",2019-08-14,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,11,20,15.1,11.4,79.89,4.42,24.1,178.22,8.7,1,"14","08","2019","2019",226,0.693147180559945,"Not in season","Low",2.46125450277419,11.4612545027742
"1769",2019-08-14,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,11,20,15.1,11.4,79.89,4.42,24.1,178.22,8.7,0,"14","08","2019","2019",226,0,"Not in season","Very low",2.46125450277419,11.4612545027742
"1770",2019-08-15,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,5,22.7,13.9,9.7,79.01,0,22.3,185,9.8,0,"15","08","2019","2019",227,0,"Not in season","Very low",-3.5596916530285,14.1403083469715
"1771",2019-08-15,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,5,22.7,13.9,9.7,79.01,0,22.3,185,9.8,1,"15","08","2019","2019",227,0.693147180559945,"Not in season","Low",-3.5596916530285,14.1403083469715
"1772",2019-08-16,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,21.1,15.2,9.8,71.65,0,37.1,164.88,10.8,0,"16","08","2019","2019",228,0,"Not in season","Very low",1.41795219171426,12.5179521917143
"1773",2019-08-16,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,21.1,15.2,9.8,71.65,0,37.1,164.88,10.8,0,"16","08","2019","2019",228,0,"Not in season","Very low",1.41795219171426,12.5179521917143
"1774",2019-08-17,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,7,24.5,16.3,9,64.68,0,37.1,175.15,11.7,0,"17","08","2019","2019",229,0,"Not in season","Very low",-1.60585199413077,15.8941480058692
"1775",2019-08-17,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,7,24.5,16.3,9,64.68,0,37.1,175.15,11.7,6,"17","08","2019","2019",229,1.94591014905531,"Not in season","Moderate",-1.60585199413077,15.8941480058692
"1776",2019-08-18,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,24.7,15.6,10.4,73.11,0,24.1,205,10.2,6,"18","08","2019","2019",230,1.94591014905531,"Not in season","Moderate",1.36885775830317,16.0688577583032
"1777",2019-08-18,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,24.7,15.6,10.4,73.11,0,24.1,205,10.2,1,"18","08","2019","2019",230,0.693147180559945,"Not in season","Low",1.36885775830317,16.0688577583032
"1778",2019-08-19,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,11,18.4,14.5,7.3,63.89,0,24.1,174.27,11.2,0,"19","08","2019","2019",231,0,"Not in season","Very low",2.34204341788283,9.74204341788282
"1779",2019-08-19,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,11,18.4,14.5,7.3,63.89,0,24.1,174.27,11.2,0,"19","08","2019","2019",231,0,"Not in season","Very low",2.34204341788283,9.74204341788282
"1780",2019-08-20,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8.9,21.4,14.5,8.2,67.86,0,37.1,172.22,10.8,0,"20","08","2019","2019",232,0,"Not in season","Very low",0.213666953474949,12.7136669534749
"1781",2019-08-20,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8.9,21.4,14.5,8.2,67.86,0,37.1,172.22,10.8,0,"20","08","2019","2019",232,0,"Not in season","Very low",0.213666953474949,12.7136669534749
"1782",2019-08-21,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,6,28,16.2,6.7,60.54,0,18.4,151.53,10,0,"21","08","2019","2019",233,0,"Not in season","Very low",-2.71630966605371,19.2836903339463
"1783",2019-08-21,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,6,28,16.2,6.7,60.54,0,18.4,151.53,10,0,"21","08","2019","2019",233,0,"Not in season","Very low",-2.71630966605371,19.2836903339463
"1784",2019-08-22,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8,26.1,15.2,7.7,64.1,0,18.4,113.33,11.4,1,"22","08","2019","2019",234,0.693147180559945,"Not in season","Low",-0.747924471836388,17.3520755281636
"1785",2019-08-22,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8,26.1,15.2,7.7,64.1,0,18.4,113.33,11.4,5,"22","08","2019","2019",234,1.79175946922805,"Not in season","Moderate",-0.747924471836388,17.3520755281636
"1786",2019-08-23,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,27.1,16.4,8.7,66.26,0,18.4,155.14,10.2,1,"23","08","2019","2019",235,0.693147180559945,"Not in season","Low",1.21878450499366,18.3187845049937
"1787",2019-08-23,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,27.1,16.4,8.7,66.26,0,18.4,155.14,10.2,5,"23","08","2019","2019",235,1.79175946922805,"Not in season","Moderate",1.21878450499366,18.3187845049937
"1788",2019-08-24,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8,25.1,16,5.9,56.23,0,29.5,216.22,10.7,0,"24","08","2019","2019",236,0,"Not in season","Very low",-0.816220766696812,16.2837792333032
"1789",2019-08-24,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,8,25.1,16,5.9,56.23,0,29.5,216.22,10.7,17,"24","08","2019","2019",236,2.89037175789616,"Not in season","Very high",-0.816220766696812,16.2837792333032
"1790",2019-08-25,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,12,22,15,10.4,76.41,2.01,33.5,225.33,9.6,0,"25","08","2019","2019",237,0,"Not in season","Very low",3.14702168195894,13.1470216819589
"1791",2019-08-25,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,12,22,15,10.4,76.41,2.01,33.5,225.33,9.6,1,"25","08","2019","2019",237,0.693147180559945,"Not in season","Low",3.14702168195894,13.1470216819589
"1792",2019-08-26,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,9,17.2,13.5,7.6,68.36,0.2,20.5,222.5,10.3,1,"26","08","2019","2019",238,0.693147180559945,"Not in season","Low",0.10847381982769,8.30847381982769
"1793",2019-08-26,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,9,17.2,13.5,7.6,68.36,0.2,20.5,222.5,10.3,1,"26","08","2019","2019",238,0.693147180559945,"Not in season","Low",0.10847381982769,8.30847381982769
"1794",2019-08-27,"MOD13Q1_006__250m_16_days_EVI_doy2019225_aid0001","_250m_16_days_EVI","aid0001",595,-0.041,0.59,"(-0.041,0.59)",0.2156,0.1117,0.0125,0.276,0.4866,0.208,-0.041,0.131,10,16.2,12.9,6.4,66.75,0.8,20.5,173.13,9.7,0,"27","08","2019","2019",239,0,"Not in season","Very low",1.06809761577618,7.26809761577618
